"","FG.fine","FG","Species","Family","state","Location","biom","ID","biom94","biom.change","bodysize","coralmassives","coralencrusting","coralbranching","macroalgae","complexity","Management"
"196","Invertivore & Piscivore","Mixed-diet Feeder","Lutjanus monostigma","Lutjanidae","Shifted","Cousin Granite",0,"Cousin Granite Lutjanus monostigma",30.632588795,-30.632588795,28.1428571428571,0.875,0.25,0.25,29.75,2.4375,"Protected"
"197","Invertivore & Piscivore","Mixed-diet Feeder","Macolor niger","Lutjanidae","Shifted","Cousin Granite",0,"Cousin Granite Macolor niger",41.651758065,-41.651758065,26.6122448979592,0.875,0.25,0.25,29.75,2.4375,"Protected"
"198","Invertivore","Invertivore","Cantherhines pardalis","Monacanthidae","Shifted","Cousin Granite",0,"Cousin Granite Cantherhines pardalis",7.250280591,-6.33899176125,14.0642857142857,0.875,0.25,0.25,29.75,2.4375,"Protected"
"199","Corallivore","Corallivore","Oxymonacanthus longirostris","Monacanthidae","Shifted","Cousin Granite",0,"Cousin Granite Oxymonacanthus longirostris",1.76921182175,-1.76921182175,8.18724696356275,0.875,0.25,0.25,29.75,2.4375,"Protected"
"201","Invertivore","Invertivore","Parupeneus barberinus","Mullidae","Shifted","Cousin Granite",3.002649742,"Cousin Granite Parupeneus barberinus",12.554362925,6.07711587195833,21.1598513011152,0.875,0.25,0.25,29.75,2.4375,"Protected"
"203","Invertivore & Piscivore","Mixed-diet Feeder","Parupeneus cyclostomus","Mullidae","Shifted","Cousin Granite",0,"Cousin Granite Parupeneus cyclostomus",40.8545963,-39.6934548434167,17.8979591836735,0.875,0.25,0.25,29.75,2.4375,"Protected"
"204","Invertivore","Invertivore","Parupeneus macronemus","Mullidae","Shifted","Cousin Granite",13.5352629194286,"Cousin Granite Parupeneus macronemus",8.63369385125,1.5784328700619,14.3498402555911,0.875,0.25,0.25,29.75,2.4375,"Protected"
"207","Invertivore","Invertivore","Scolopsis frenatus","Nemipteridae","Shifted","Cousin Granite",38.94053012425,"Cousin Granite Scolopsis frenatus",23.7302392426,1.62512471443125,19.7291910902696,0.875,0.25,0.25,29.75,2.4375,"Protected"
"209","Invertivore","Invertivore","Centropyge multispinis","Pomacanthidae","Shifted","Cousin Granite",0,"Cousin Granite Centropyge multispinis",11.353610894,-10.56905400125,10.9078341013825,0.875,0.25,0.25,29.75,2.4375,"Protected"
"210","Invertivore","Invertivore","Pomacanthus imperator","Pomacanthidae","Shifted","Cousin Granite",21.81456903,"Cousin Granite Pomacanthus imperator",48.40908718,-42.9554449225,22.2255639097744,0.875,0.25,0.25,29.75,2.4375,"Protected"
"211","Invertivore","Invertivore","Pomacanthus semicirculatus","Pomacanthidae","Shifted","Cousin Granite",12.6187912983333,"Cousin Granite Pomacanthus semicirculatus",40.0524002933333,-25.9038685219375,19.8024691358025,0.875,0.25,0.25,29.75,2.4375,"Protected"
"212","Planktivore","Planktivore","Amblyglyphidodon leucogaster","Pomacentridae","Shifted","Cousin Granite",0,"Cousin Granite Amblyglyphidodon leucogaster",4.228974201,-4.228974201,8.91766109785203,0.875,0.25,0.25,29.75,2.4375,"Protected"
"213","Planktivore","Planktivore","Chromis atripectoralis","Pomacentridae","Shifted","Cousin Granite",0,"Cousin Granite Chromis atripectoralis",1.556260761,-1.556260761,8.23706896551724,0.875,0.25,0.25,29.75,2.4375,"Protected"
"215","Planktivore","Planktivore","Chromis weberi","Pomacentridae","Shifted","Cousin Granite",0,"Cousin Granite Chromis weberi",1.851647585,-1.201411945,8.47293640054127,0.875,0.25,0.25,29.75,2.4375,"Protected"
"218","Mixed-diet Feeder","Mixed-diet Feeder","Plectroglyphidodon dickii","Pomacentridae","Shifted","Cousin Granite",0,"Cousin Granite Plectroglyphidodon dickii",5.11127642,-5.11127642,8.30555555555556,0.875,0.25,0.25,29.75,2.4375,"Protected"
"219","Mixed-diet Feeder","Mixed-diet Feeder","Plectroglyphidodon johnstonianus","Pomacentridae","Shifted","Cousin Granite",0,"Cousin Granite Plectroglyphidodon johnstonianus",1.299674152,-1.299674152,8.04878048780488,0.875,0.25,0.25,29.75,2.4375,"Protected"
"220","Herbivore Grazer","Herbivore","Plectroglyphidodon lacrymatus","Pomacentridae","Shifted","Cousin Granite",0.952900567,"Cousin Granite Plectroglyphidodon lacrymatus",24.23703327625,-23.522357851,8.49693852559393,0.875,0.25,0.25,29.75,2.4375,"Protected"
"221","Herbivore Grazer","Herbivore","Pomacentrus trilineatus","Pomacentridae","Shifted","Cousin Granite",0,"Cousin Granite Pomacentrus trilineatus",1.268933921,-1.268933921,8.53107861060329,0.875,0.25,0.25,29.75,2.4375,"Protected"
"223","Herbivore Browser","Herbivore","Calotomus carolinus","Scaridae","Shifted","Cousin Granite",35.136090415,"Cousin Granite Calotomus carolinus",0,15.54614344875,27.0347826086957,0.875,0.25,0.25,29.75,2.4375,"Protected"
"225","Herbivore Excavator","Herbivore","Chlorurus atrilunula","Scaridae","Shifted","Cousin Granite",93.7191958018,"Cousin Granite Chlorurus atrilunula",0,83.8885378352786,23.8240343347639,0.875,0.25,0.25,29.75,2.4375,"Protected"
"226","Herbivore Excavator","Herbivore","Chlorurus sordidus","Scaridae","Shifted","Cousin Granite",86.1331069617143,"Cousin Granite Chlorurus sordidus",51.435990492,19.6176982665196,17.2966126656848,0.875,0.25,0.25,29.75,2.4375,"Protected"
"228","Herbivore Scraper","Herbivore","Hipposcarus harid","Scaridae","Shifted","Cousin Granite",0,"Cousin Granite Hipposcarus harid",113.76071177,-79.507467745,33.140243902439,0.875,0.25,0.25,29.75,2.4375,"Protected"
"229","Herbivore Browser","Herbivore","Leptoscarus vaigiensis","Scaridae","Shifted","Cousin Granite",32.61893942,"Cousin Granite Leptoscarus vaigiensis",0,11.217849085,22.8773006134969,0.875,0.25,0.25,29.75,2.4375,"Protected"
"230","Herbivore Scraper","Herbivore","Scarus caudofasciatus","Scaridae","Shifted","Cousin Granite",66.33337825,"Cousin Granite Scarus caudofasciatus",0,59.91479820375,30.7847222222222,0.875,0.25,0.25,29.75,2.4375,"Protected"
"231","Herbivore Scraper","Herbivore","Scarus falcipinnis","Scaridae","Shifted","Cousin Granite",0,"Cousin Granite Scarus falcipinnis",38.69925071,-38.69925071,31.4583333333333,0.875,0.25,0.25,29.75,2.4375,"Protected"
"232","Herbivore Scraper","Herbivore","Scarus frenatus","Scaridae","Shifted","Cousin Granite",0,"Cousin Granite Scarus frenatus",67.8900907265,-44.7321997015,27.3355263157895,0.875,0.25,0.25,29.75,2.4375,"Protected"
"233","Herbivore Scraper","Herbivore","Scarus ghobban","Scaridae","Shifted","Cousin Granite",24.433856511,"Cousin Granite Scarus ghobban",0,11.6288650876667,23.1445497630332,0.875,0.25,0.25,29.75,2.4375,"Protected"
"235","Herbivore Scraper","Herbivore","Scarus niger","Scaridae","Shifted","Cousin Granite",118.631505015,"Cousin Granite Scarus niger",16.675319067,37.351567606125,24.9366028708134,0.875,0.25,0.25,29.75,2.4375,"Protected"
"236","Herbivore Scraper","Herbivore","Scarus prasiognathos","Scaridae","Shifted","Cousin Granite",53.159448728,"Cousin Granite Scarus prasiognathos",41.5516761246667,13.3020081346833,14.5881962864721,0.875,0.25,0.25,29.75,2.4375,"Protected"
"237","Herbivore Scraper","Herbivore","Scarus psittacus","Scaridae","Shifted","Cousin Granite",19.0036277545,"Cousin Granite Scarus psittacus",34.86460964,-6.41433210483333,16.3675958188153,0.875,0.25,0.25,29.75,2.4375,"Protected"
"238","Herbivore Scraper","Herbivore","Scarus rubroviolaceus","Scaridae","Shifted","Cousin Granite",0,"Cousin Granite Scarus rubroviolaceus",72.53774655,7.56218254089285,27.3267882187938,0.875,0.25,0.25,29.75,2.4375,"Protected"
"244","Piscivore","Piscivore","Cephalopholis argus","Serranidae","Shifted","Cousin Granite",20.35599717,"Cousin Granite Cephalopholis argus",0,38.96446202125,30.2831050228311,0.875,0.25,0.25,29.75,2.4375,"Protected"
"249","Invertivore & Piscivore","Mixed-diet Feeder","Epinephelus fasciatus","Serranidae","Shifted","Cousin Granite",0,"Cousin Granite Epinephelus fasciatus",8.23289975,-4.12060343035,16.7761194029851,0.875,0.25,0.25,29.75,2.4375,"Protected"
"251","Piscivore","Piscivore","Epinephelus merra","Serranidae","Shifted","Cousin Granite",0,"Cousin Granite Epinephelus merra",6.44943468066667,-6.44943468066667,19.9459459459459,0.875,0.25,0.25,29.75,2.4375,"Protected"
"252","Invertivore & Piscivore","Mixed-diet Feeder","Epinephelus spilotoceps","Serranidae","Shifted","Cousin Granite",0,"Cousin Granite Epinephelus spilotoceps",27.29666495,-27.29666495,29.8,0.875,0.25,0.25,29.75,2.4375,"Protected"
"254","Herbivore Browser","Herbivore","Siganus argenteus","Siganidae","Shifted","Cousin Granite",284.207828923333,"Cousin Granite Siganus argenteus",101.911564786667,237.394778309167,22.9469578783151,0.875,0.25,0.25,29.75,2.4375,"Protected"
"255","Herbivore Grazer","Herbivore","Siganus puelloides","Siganidae","Shifted","Cousin Granite",0,"Cousin Granite Siganus puelloides",137.1861426,-129.362452055,24.8965517241379,0.875,0.25,0.25,29.75,2.4375,"Protected"
"256","Herbivore Grazer","Herbivore","Siganus stellatus","Siganidae","Shifted","Cousin Granite",39.84676212,"Cousin Granite Siganus stellatus",0,41.299711755,24.5566037735849,0.875,0.25,0.25,29.75,2.4375,"Protected"
"257","Herbivore Browser","Herbivore","Siganus sutor","Siganidae","Shifted","Cousin Granite",318.098611186,"Cousin Granite Siganus sutor",0,89.757633709,20.4250248262165,0.875,0.25,0.25,29.75,2.4375,"Protected"
"258","Invertivore","Invertivore","Zanclus cornutus","Zanclidae","Shifted","Cousin Granite",2.304742385,"Cousin Granite Zanclus cornutus",26.59698091,-21.51360366315,13.9429347826087,0.875,0.25,0.25,29.75,2.4375,"Protected"
"261","Herbivore Grazer","Herbivore","Acanthurus nigrofuscus","Acanthuridae","Shifted","Cousin Patch",10.287542224875,"Cousin Patch Acanthurus nigrofuscus",0,13.3591764271643,13.7090301003344,0.25,1.875,8.875,23.875,3.0625,"Protected"
"263","Herbivore Grazer","Herbivore","Acanthurus triostegus","Acanthuridae","Shifted","Cousin Patch",181.8789288138,"Cousin Patch Acanthurus triostegus",19.9041435063333,39.4920449441024,14.3242630385488,0.25,1.875,8.875,23.875,3.0625,"Protected"
"264","Herbivore Grazer","Herbivore","Ctenochaetus binotatus","Acanthuridae","Shifted","Cousin Patch",4.89339956,"Cousin Patch Ctenochaetus binotatus",0,1.22334989,14.1923076923077,0.25,1.875,8.875,23.875,3.0625,"Protected"
"265","Herbivore Grazer","Herbivore","Ctenochaetus striatus","Acanthuridae","Shifted","Cousin Patch",10.853256748,"Cousin Patch Ctenochaetus striatus",13.1527723143333,-7.37312983564583,16.3412042502952,0.25,1.875,8.875,23.875,3.0625,"Protected"
"266","Herbivore Grazer","Herbivore","Ctenochaetus truncatus","Acanthuridae","Shifted","Cousin Patch",6.86494554771429,"Cousin Patch Ctenochaetus truncatus",0,3.5286397137619,14.8716707021792,0.25,1.875,8.875,23.875,3.0625,"Protected"
"267","Herbivore Browser","Herbivore","Naso elegans","Acanthuridae","Shifted","Cousin Patch",77.2065605365,"Cousin Patch Naso elegans",0,144.3716991535,30.6751269035533,0.25,1.875,8.875,23.875,3.0625,"Protected"
"269","Herbivore Grazer","Herbivore","Zebrasoma desjardinii","Acanthuridae","Shifted","Cousin Patch",0,"Cousin Patch Zebrasoma desjardinii",12.6499546095,-12.6499546095,17.58125,0.25,1.875,8.875,23.875,3.0625,"Protected"
"270","Herbivore Grazer","Herbivore","Zebrasoma scopas","Acanthuridae","Shifted","Cousin Patch",0,"Cousin Patch Zebrasoma scopas",4.058725029,-4.058725029,14.3285714285714,0.25,1.875,8.875,23.875,3.0625,"Protected"
"272","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon auriga","Chaetodontidae","Shifted","Cousin Patch",10.304429374,"Cousin Patch Chaetodon auriga",10.935657362,-7.37276313225,12.5583941605839,0.25,1.875,8.875,23.875,3.0625,"Protected"
"275","Corallivore","Corallivore","Chaetodon lineolatus","Chaetodontidae","Shifted","Cousin Patch",0,"Cousin Patch Chaetodon lineolatus",8.716142183,-8.716142183,14,0.25,1.875,8.875,23.875,3.0625,"Protected"
"276","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon lunula","Chaetodontidae","Shifted","Cousin Patch",3.116239735,"Cousin Patch Chaetodon lunula",0,1.886547220625,13.7194244604317,0.25,1.875,8.875,23.875,3.0625,"Protected"
"279","Corallivore","Corallivore","Chaetodon trifascialis","Chaetodontidae","Shifted","Cousin Patch",0,"Cousin Patch Chaetodon trifascialis",1.741405454,-1.741405454,10.7625,0.25,1.875,8.875,23.875,3.0625,"Protected"
"280","Corallivore","Corallivore","Chaetodon trifasciatus","Chaetodontidae","Shifted","Cousin Patch",3.338224486,"Cousin Patch Chaetodon trifasciatus",2.48949665333333,-0.403106349583333,11.175,0.25,1.875,8.875,23.875,3.0625,"Protected"
"281","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon xanthocephalus","Chaetodontidae","Shifted","Cousin Patch",4.4299491475,"Cousin Patch Chaetodon xanthocephalus",16.26755256,-15.160065273125,15.453125,0.25,1.875,8.875,23.875,3.0625,"Protected"
"285","Invertivore","Invertivore","Plectorhinchus orientalis","Haemulidae","Shifted","Cousin Patch",0,"Cousin Patch Plectorhinchus orientalis",74.871613692,-30.9829478753333,32.1014492753623,0.25,1.875,8.875,23.875,3.0625,"Protected"
"287","Invertivore","Invertivore","Anampses meleagrides","Labridae","Shifted","Cousin Patch",2.03229494075,"Cousin Patch Anampses meleagrides",1.48781451225,-0.0398512607458332,11.1612903225806,0.25,1.875,8.875,23.875,3.0625,"Protected"
"288","Invertivore","Invertivore","Bodianus axillaris","Labridae","Shifted","Cousin Patch",4.1887819855,"Cousin Patch Bodianus axillaris",4.556088146,-0.555913032499999,13.8814432989691,0.25,1.875,8.875,23.875,3.0625,"Protected"
"290","Invertivore","Invertivore","Cheilinus trilobatus","Labridae","Shifted","Cousin Patch",23.429418892,"Cousin Patch Cheilinus trilobatus",12.193870155,5.1410846999375,19.4168618266979,0.25,1.875,8.875,23.875,3.0625,"Protected"
"292","Invertivore & Piscivore","Mixed-diet Feeder","Epibulus insidiator","Labridae","Shifted","Cousin Patch",12.7062030913333,"Cousin Patch Epibulus insidiator",18.447357129,-10.9118220537917,17.35,0.25,1.875,8.875,23.875,3.0625,"Protected"
"293","Invertivore","Invertivore","Gomphosus caeruleus","Labridae","Shifted","Cousin Patch",4.12470868971429,"Cousin Patch Gomphosus caeruleus",4.3773390896,-0.559568943707142,12.862426035503,0.25,1.875,8.875,23.875,3.0625,"Protected"
"295","Invertivore","Invertivore","Halichoeres hortulanus","Labridae","Shifted","Cousin Patch",6.91732113114286,"Cousin Patch Halichoeres hortulanus",16.672565139,-9.11438076089137,13.689552238806,0.25,1.875,8.875,23.875,3.0625,"Protected"
"296","Invertivore","Invertivore","Halichoeres marginatus","Labridae","Shifted","Cousin Patch",6.145155055625,"Cousin Patch Halichoeres marginatus",5.4307954024,0.111675902678571,11.6423841059603,0.25,1.875,8.875,23.875,3.0625,"Protected"
"297","Invertivore","Invertivore","Halichoeres scapularis","Labridae","Shifted","Cousin Patch",0,"Cousin Patch Halichoeres scapularis",7.704008703,-7.704008703,12.46,0.25,1.875,8.875,23.875,3.0625,"Protected"
"298","Invertivore","Invertivore","Hemigymnus fasciatus","Labridae","Shifted","Cousin Patch",12.7353862598,"Cousin Patch Hemigymnus fasciatus",11.7304880113333,33.5581523764292,19.3065843621399,0.25,1.875,8.875,23.875,3.0625,"Protected"
"299","Invertivore","Invertivore","Hemigymnus melapterus","Labridae","Shifted","Cousin Patch",0,"Cousin Patch Hemigymnus melapterus",32.7508912,14.4808618975,25.0253164556962,0.25,1.875,8.875,23.875,3.0625,"Protected"
"300","Corallivore","Corallivore","Labrichthys unilineatus","Labridae","Shifted","Cousin Patch",0,"Cousin Patch Labrichthys unilineatus",6.19194765285714,-6.19194765285714,10.7175792507205,0.25,1.875,8.875,23.875,3.0625,"Protected"
"301","Invertivore","Invertivore","Labroides bicolor","Labridae","Shifted","Cousin Patch",1.8700035395,"Cousin Patch Labroides bicolor",1.107453267,0.0862449181875,11.5222222222222,0.25,1.875,8.875,23.875,3.0625,"Protected"
"302","Invertivore","Invertivore","Labroides dimidiatus","Labridae","Shifted","Cousin Patch",0.881889091625,"Cousin Patch Labroides dimidiatus",0.453305127,0.47498614780625,9.53145695364238,0.25,1.875,8.875,23.875,3.0625,"Protected"
"303","Invertivore","Invertivore","Macropharyngodon bipartitus","Labridae","Shifted","Cousin Patch",0,"Cousin Patch Macropharyngodon bipartitus",6.814105207,-6.3526208335,9.07831325301205,0.25,1.875,8.875,23.875,3.0625,"Protected"
"305","Piscivore","Piscivore","Oxycheilinus digramma","Labridae","Shifted","Cousin Patch",0,"Cousin Patch Oxycheilinus digramma",40.60984536,-39.80704671475,15.9580838323353,0.25,1.875,8.875,23.875,3.0625,"Protected"
"306","Invertivore","Invertivore","Stethojulis albovittata","Labridae","Shifted","Cousin Patch",2.1973392956,"Cousin Patch Stethojulis albovittata",2.795760616,-0.340483224195238,10.7903780068729,0.25,1.875,8.875,23.875,3.0625,"Protected"
"308","Invertivore","Invertivore","Thalassoma hebraicum","Labridae","Shifted","Cousin Patch",3.94686621685714,"Cousin Patch Thalassoma hebraicum",3.3926765285,2.31705758769196,13.2161785216179,0.25,1.875,8.875,23.875,3.0625,"Protected"
"312","Invertivore & Piscivore","Mixed-diet Feeder","Lethrinus lentjan","Lethrinidae","Shifted","Cousin Patch",0,"Cousin Patch Lethrinus lentjan",26.72407541,-26.72407541,16.0769230769231,0.25,1.875,8.875,23.875,3.0625,"Protected"
"314","Invertivore & Piscivore","Mixed-diet Feeder","Lethrinus nebulosus","Lethrinidae","Shifted","Cousin Patch",0,"Cousin Patch Lethrinus nebulosus",39.82038001,-25.96670956675,18.3122529644269,0.25,1.875,8.875,23.875,3.0625,"Protected"
"315","Invertivore & Piscivore","Mixed-diet Feeder","Lethrinus obsoletus","Lethrinidae","Shifted","Cousin Patch",0,"Cousin Patch Lethrinus obsoletus",99.58755706,-87.83525538,21.3136531365314,0.25,1.875,8.875,23.875,3.0625,"Protected"
"321","Piscivore","Piscivore","Lutjanus bohar","Lutjanidae","Shifted","Cousin Patch",17.0625559,"Cousin Patch Lutjanus bohar",44.9583781185714,46.8468722086786,26.3741935483871,0.25,1.875,8.875,23.875,3.0625,"Protected"
"322","Invertivore & Piscivore","Mixed-diet Feeder","Lutjanus fulviflamma","Lutjanidae","Shifted","Cousin Patch",19.5281909766667,"Cousin Patch Lutjanus fulviflamma",53.71920954,-35.3570687954667,20.7901785714286,0.25,1.875,8.875,23.875,3.0625,"Protected"
"323","Invertivore & Piscivore","Mixed-diet Feeder","Lutjanus gibbus","Lutjanidae","Shifted","Cousin Patch",26.40528584,"Cousin Patch Lutjanus gibbus",169.199496445,-155.2410556725,24.5323383084577,0.25,1.875,8.875,23.875,3.0625,"Protected"
"328","Corallivore","Corallivore","Oxymonacanthus longirostris","Monacanthidae","Shifted","Cousin Patch",0,"Cousin Patch Oxymonacanthus longirostris",1.47451161985714,-1.47451161985714,8.18724696356275,0.25,1.875,8.875,23.875,3.0625,"Protected"
"329","Invertivore & Piscivore","Mixed-diet Feeder","Mulloidichthys flavolineatus","Mullidae","Shifted","Cousin Patch",4.742428676,"Cousin Patch Mulloidichthys flavolineatus",0,1.185607169,19.421686746988,0.25,1.875,8.875,23.875,3.0625,"Protected"
"330","Invertivore","Invertivore","Parupeneus barberinus","Mullidae","Shifted","Cousin Patch",0,"Cousin Patch Parupeneus barberinus",142.75431205,-122.15684381675,21.1598513011152,0.25,1.875,8.875,23.875,3.0625,"Protected"
